FILE_ID,LABEL
ER1412860,D
ER1420812,A
ER1425798,D
RE1460877,C
RE1446881,C
RE1469483,A
ER1408974,D
ER1409511,D
ER1404924,D
ES1443886,B
SS1478676,B
ES1440491,D
ER1432671,D
ER1408954,D
P21513956,D
ER1413112,D
ES1448492,D
ER1433441,D
SS1487406,D
P31502312,D
ES1469982,D
ER1393108,E
ES1445686,D
ER1402898,E
RE1448432,D
ER1402254,E
ER1412371,D
ER1417781,D
ER1421354,D
ER1414612,D
P21499603,A
ES1471943,A
P11605974,D
ER1393682,E
ES1431497,D
ER1384888,D
RE1466637,D
ER1395623,D
P21542089,A
ES1451460,D
ER1433228,D
SS1478767,D
ER1435425,D
ER1402550,E
ER1421890,B
ER1425582,D
ES1457185,A
ES1456446,D
RE1477059,D
ER1412169,D
ES1437787,D
ER1430872,D
P11502994,A
SS1494558,D
ER1415457,B
ER1392400,D
P11511361,D
P11502728,D
ES1450607,D
ER1406656,D
SS1485004,C
ES1447973,D
ER1427125,B
ER1420487,D
P11503600,D
ER1407618,D
RE1467257,D
P31504249,D
SS1488059,D
ER1411599,D
RE1456583,D
RE1451515,C
ES1444616,D
ER1423755,B
ER1391766,E
ER1427335,D
SS1482710,C
ER1403633,A
ER1411473,D
RE1456691,D
RE1446390,D
P31514741,D
RE1443140,D
P31501818,B
ES1467695,D
P21559512,D
ER1410645,D
RE1459012,A
P21609718,D
P11604067,D
ES1459927,D
P11499196,A
P21517287,D
ES1447624,D
ER1423098,D
ER1418956,D
RE1470262,D
ER1416017,D
P21505836,D
EP1206370,E
ES1466750,D
ER1436203,C
ES1434704,B
RE1475990,D
ER1404337,E
P11553945,B
P11507235,C
ES1459074,B
ER1397571,D
ER1415783,D
ER1395027,E
RE1468154,D
P11557587,D
P21747589,D
P31503815,A
SS1474484,A
RE1472754,B
RE1458290,B
P21752419,D
P11531276,D
ES1458296,D
ER1394449,E
ER1403643,B
ER1412509,D
ER1408423,D
ER1409541,D
SS1474386,D
ER1399511,B
RE1441715,B
P11499946,D
ES1439216,D
P11514089,A
ER1398381,B
ER1408875,D
ER1412147,D
RE1461099,D
ER1409914,D
P11512746,A
ES1466752,D
ES1457307,D
ER1416538,D
ER1423986,D
ER1410119,D
RE1443379,A
ER1415532,D
ER1395074,D
RE1441319,A
ER1391091,E
RE1443171,D
ES1430010,D
RE1480807,D
ER1387937,B
ES1451793,D
RE1478973,D
ER1403231,D
P11520595,D
RE1472815,D
ER1395420,D
ER1384447,D
ES1456553,D
ES1457112,D
ER1395397,D
ER1437870,D
ER1398024,E
ER1398221,A
RE1445058,D
ES1442250,D
SS1475837,D
SS1476085,D
RE1451005,D
RE1446943,D
RE1442564,D
ES1440937,D
RE1465979,D
ES1443077,D
ER1405038,D
ES1471589,D
SS1474212,A
ER1403575,D
RE1469884,D
ER1428279,D
SS1473888,C
ES1442067,D
RE1476875,D
RE1451547,D
ER1434275,D
P11551631,A
ES1445726,D
ES1409179,D
P21666595,D
ER1409347,D
ER1397638,D
RE1478285,D
ES1430963,D
ER1417331,D
P11510716,D
RE1476593,D
ER1425489,D
RE1448972,D
P11516154,D
P11500160,D
ES1442560,D
RE1458942,D
RE1465172,D
ER1434825,D
SS1476063,D
ER1339575,D
ER1400535,E
P11507995,D
P21536218,D
ER1437803,D
P21510613,D
P11515885,D
P21501257,D
P11532030,D
ER1398447,B
ES1458690,D
ER1416658,D
ES1427455,D
ER1409419,D
RE1473692,D
ES1445403,A
P11577033,A
P11556987,A
ER1403235,B
ER1398448,E
ER1392112,D
RE1450324,A
ER1414522,D
ER1432286,D
P11504663,A
ER1398445,E
P21516588,D
RE1443272,D
ES1434099,B
ER1422236,D
ES1443750,D
P21620285,A
ES1463690,D
ES1440396,D
ES1444666,D
ER1419249,D
ES1454761,D
ER1430225,D
P11526959,D
P31497940,D
EP1206356,E
ES1454501,D
RE1477353,D
ER1412976,D
ER1400425,D
ES1441341,D
ER1411150,D
ES1470595,D
RE1474707,D
ER1420904,D
ER1438634,D
ER1403482,E
P11522683,D
RE1447522,B
ER1410331,D
ES1457118,D
P11552672,A
ER1379204,E
RE1462516,D
ES1472683,D
ES1457915,D
P21507734,D
ER1422944,D
ES1444880,D
ES1430550,D
ES1468674,D
ES1436293,A
ES1469463,D
ER1402394,E
RE1477010,A
ES1463463,D
ER1439402,D
ER1395117,E
ER1420479,D
RE1466152,D
ER1416457,D
ER1389026,E
ER1409094,D
ER1405939,D
ER1405674,D
ER1411897,D
ER1430465,D
ES1464867,D
P21518807,D
P11593121,D
ER1417224,D
ES1434891,D
ER1401488,D
ES1472082,D
RE1470193,D
RE1468826,D
ER1434588,D
ER1397599,E
RE1461033,C
ES1457587,D
ER1422006,A
ER1415786,D
P21576462,D
P11526594,D
SS1482383,D
ER1412334,D
ES1441399,D
ER1423462,D
ER1411160,D
RE1459495,D
ER1400764,D
P21510396,D
ER1401990,E
RE1446219,A
ER1402240,E
P21514018,C
ER1422387,D
ER1405200,D
ER1432963,A
ER1422156,A
ER1435732,D
ES1445276,D
RE1443792,D
ES1429531,D
SS1484024,D
P11499478,D
RE1453961,A
ES1470148,D
ES1441380,B
SS1474241,B
RE1452705,D
ES1440212,D
P11529235,D
RE1448082,D
ES1464928,D
ER1408284,D
ER1400576,D
RE1462778,D
ER1432082,C
P11518922,B
ER1423512,D
RE1461208,D
RE1463328,D
P31507190,A
RE1445050,D
ER1411536,D
SS1482359,D
ER1390364,E
P11514733,D
ER1403502,D
ES1467756,D
ER1431480,D
P11506176,B
P11520035,D
P11519688,D
ER1435055,D
ER1395862,E
ER1413804,D
ES1464545,D
ER1426818,D
ER1374735,E
ER1418350,D
P21712831,D
P21514147,D
ER1435025,C
ES1442936,D
P11508233,C
RE1462398,D
ES1428036,D
ER1393779,B
P31505922,D
ES1461487,D
RE1467925,D
ES1468114,D
ES1442880,D
ES1430331,D
ER1420837,A
ER1430433,D
ES1462602,D
ER1420528,B
ES1466224,D
ER1435536,D
ER1393385,E
RE1452216,D
ES1451968,D
ER1399535,E
ER1431442,D
P11506577,D
ES1468242,D
ER1427807,D
RE1458061,D
SS1474550,A
ER1428932,B
P11514749,D
RE1464795,C
P21527394,D
P11510186,D
ER1396637,A
P11511232,D
ER1393335,D
RE1464442,D
ES1453966,D
ES1460327,B
ER1389062,E
ES1463374,D
P21515142,D
ES1455484,D
ER1408333,D
ER1403990,D
P31502988,D
ER1435715,D
P11499733,D
P11661036,D
ER1405942,D
ER1395368,E
ER1420650,D
P21515062,A
P11587638,D
RE1477638,D
ER1402521,D
ER1417956,D
ER1427480,D
RE1448933,B
ER1399592,E
ES1449550,D
ER1388241,D
ER1439282,D
ER1395684,D
ES1460386,B
ES1459723,D
P21502673,B
ES1442955,D
RE1480427,B
RE1448983,D
P11519906,C
ES1426302,A
ES1453607,A
RE1446105,D
ES1471680,D
ER1430799,D
P21574130,A
ER1389632,B
ES1440889,D
ER1391236,E
ES1458691,D
P11605256,B
ES1430527,D
ER1438177,A
ES1449994,D
ER1383672,E
P11506501,D
SS1487673,D
ES1451251,B
P21498580,D
P11515669,D
P11523439,D
SS1474489,A
P11507917,D
RE1459765,D
RE1462841,C
ER1404136,D
SS1474174,C
P21775306,D
ER1398960,E
ER1426066,D
RE1460637,C
ER1403383,D
RE1440768,D
ES1443874,D
ER1405610,E
RE1450630,D
ER1403673,E
ER1403828,E
ER1423305,D
ER1411621,D
SS1493886,D
ES1469555,D
ES1445699,D
P21499380,D
ER1379815,E
P11610587,D
ES1446245,B
ES1440053,D
ER1402276,E
RE1461756,D
RE1462439,C
RE1476447,D
RE1441516,D
RE1440531,D
ER1421382,D
ES1436633,B
ER1398688,E
P11508791,D
ER1411509,D
ER1405361,E
ER1421015,D
ER1401761,E
ER1391913,E
SS1475464,B
ER1422498,D
ER1361899,E
ES1453033,D
RE1440589,D
ER1399922,B
RE1446222,A
ER1414099,D
ER1389048,E
ES1468731,A
ES1437416,D
ER1416801,D
RE1470538,A
P11508642,D
RE1448173,C
P11532122,A
P11523677,B
ER1397457,E
RE1459548,D
ES1440773,D
ER1401564,E
ER1416649,D
ER1398907,E
ER1406064,D
ES1469796,D
ER1416797,D
ER1428765,D
ER1405260,E
ES1465266,D
P11524311,A
ES1454629,D
ER1429941,D
ER1380242,E
ER1413584,D
RE1449425,A
ER1410623,D
ER1375886,D
P11501982,D
ES1471971,D
P11534904,D
RE1440825,D
P11534188,D
ER1405023,D
P21507134,D
RE1449783,D
ES1443686,D
ER1434813,D
RE1440880,C
ES1448586,D
ER1434614,D
ES1430962,D
ES1451782,D
ER1412028,D
P21516170,D
SS1477425,B
ES1443325,D
RE1474070,D
ER1410921,B
RE1461795,D
ES1436778,B
SS1475933,D
ES1445856,D
ER1416917,A
P21534370,D
P11557754,A
P21499298,A
P21501155,A
ES1442253,D
ER1394160,E
SS1480849,D
ER1397364,E
ER1430144,D
ER1436058,D
SS1486872,D
P21530475,D
SS1475460,B
ER1381543,E
RE1475733,D
P21500694,D
ES1430697,D
ER1395486,D
ER1396079,A
P11526759,D
ER1440313,A
RE1480844,D
ER1402358,D
ER1414683,D
ER1404570,B
ES1470070,D
ES1437400,D
ES1458283,D
SS1474948,D
RE1477745,D
ES1442845,D
P11505076,C
ER1397598,E
ES1442979,D
ER1393450,E
SS1474824,D
ER1412666,D
ER1422145,B
ER1406966,D
RE1478007,D
ER1433158,B
ER1432896,D
ER1396433,D
ER1425415,D
P11610830,B
ES1466420,D
ES1469483,D
ER1404696,D
ER1421369,D
ER1403509,E
ER1414802,D
ES1446105,D
ES1459268,D
ER1369585,D
ER1403462,E
RE1457636,D
ER1405470,D
ES1448782,D
RE1451883,C
RE1444688,D
ER1433083,D
ER1413875,B
RE1476441,D
ES1449670,B
ER1414055,D
ES1436324,D
ER1397386,B
ES1445707,D
P21604735,D
RE1473323,B
ER1416478,D
ER1431145,D
ES1448373,D
RE1443214,D
ES1428465,D
ER1414330,D
ER1410683,D
ES1469859,D
ES1440037,D
ER1398088,E
ES1450399,B
SS1487127,D
ER1394003,E
ES1469026,D
ER1430314,A
RE1478986,D
RE1452157,D
SS1486024,D
ES1472592,D
ER1411038,D
ER1375053,E
ER1405870,B
ER1428634,D
P21547283,A
RE1474343,D
P11517321,D
ES1442674,D
ER1396575,E
RE1449353,A
P11559552,D
ER1397237,E
P31514610,D
P21502358,D
ER1420910,D
ES1437238,D
P11512955,D
P11586404,A
P11591954,A
ER1421179,A
ER1414954,B
RE1465770,D
ER1404965,D
ER1381760,E
SS1497823,A
ER1394737,A
ER1405030,B
P21522370,D
P21557233,C
SS1490668,C
ES1447110,D
ER1383801,E
ES1444098,A
ER1405298,E
ER1433138,D
RE1446535,C
ER1435335,C
ER1416490,D
P21508474,D
ER1414428,D
ER1404813,D
ES1436413,D
P11580394,D
RE1453203,D
SS1474032,B
RE1466790,D
ER1403274,D
ER1397915,D
SS1488721,D
P11514423,D
RE1451331,B
ES1454260,D
ER1403870,D
ER1420891,D
ES1454505,D
ER1430356,D
ER1408341,D
ER1389777,E
ER1411735,D
ER1412908,D
ER1390606,D
ER1402760,E
ER1430474,D
SS1483446,D
ES1443873,D
P21507391,D
ER1387988,A
P21502339,A
ER1422485,B
ES1473472,C
ES1443762,B
ER1415136,D
SS1482004,D
ER1422287,D
ES1470174,D
RE1446248,A
ES1427278,D
ES1450286,D
SS1480170,C
RE1452729,A
RE1476346,D
SS1496955,D
P11534442,D
ER1421724,D
ES1448561,D
SS1485253,D
ER1406299,B
ER1417434,D
ER1405483,E
SS1487095,D
P11571333,D
P21498941,D
P31501913,D
P11567484,D
ER1404130,E
SS1488272,D
P11521323,D
ER1435798,D
ES1435493,D
P11498481,A
ER1387707,B
ES1426449,D
ER1395088,D
ER1440408,D
ES1441695,D
P21508977,D
ER1391216,D
P11500157,D
P21502701,D
ES1444961,D
ER1388769,E
ER1395141,E
SS1474178,B
ER1389242,E
ER1380234,E
ER1411926,D
SS1474351,A
P31519261,D
SS1497225,D
ER1433474,D
ES1453747,D
ES1467634,D
P31506315,D
ER1418119,D
ES1472779,A
ES1430240,D
ER1394095,B
RE1455067,D
ES1453866,D
ER1381403,E
ER1403136,D
ES1407762,D
EP1206978,E
ER1421085,A
ER1390899,D
ES1431414,D
RE1460518,D
ER1429883,D
RE1464694,D
RE1464684,D
RE1461697,D
P31499360,C
ER1427970,D
ER1398726,D
P21523348,D
P11529936,D
ES1471203,A
ER1401691,D
ER1375719,E
RE1467587,D
RE1477753,D
ES1468032,D
SS1486652,C
ER1399704,B
ER1404491,D
ES1437844,D
ER1394550,D
P21500886,D
ER1411051,D
ER1403113,E
RE1460639,D
RE1460405,C
ER1385570,E
P11506969,D
ER1389806,D
RE1470766,C
ER1419164,D
P21707905,D
ES1450444,D
ER1376023,D
ER1424718,D
ER1416809,D
ES1445460,D
RE1447890,D
ER1392371,D
ER1422239,B
P21657712,D
ER1404642,A
ER1439581,D
SS1490344,D
ES1448704,B
ES1468705,D
P21520299,D
ER1412288,D
ER1406240,D
SS1488016,D
ES1458585,A
SS1481387,A
ES1415828,D
RE1440843,D
P11507564,A
ES1454832,D
RE1464125,D
SS1480907,B
P21500331,A
ES1447510,D
ES1469211,D
ER1391821,D
P11516197,D
ES1454533,D
ES1441610,B
ER1401424,E
ER1367675,E
SS1494375,D
RE1457135,D
ES1464172,D
ES1458611,D
ES1470715,D
ER1320291,E
ER1401875,D
ES1468660,D
ES1452340,D
EP1207189,D
RE1465776,D
ER1402292,E
SS1473872,C
RE1448611,D
P11505090,A
P11516068,D
P11696178,D
ER1414704,D
ER1417362,D
RE1463369,D
SS1486677,D
RE1476491,D
RE1467577,D
P11514724,D
ER1412031,D
RE1460390,D
RE1442710,D
ER1412448,D
ER1394148,D
ER1412017,D
ES1436131,B
P11519985,A
ER1399014,D
RE1474713,D
ER1384992,E
ER1407950,D
RE1477990,D
P11576986,A
ER1437579,D
ER1431491,D
ER1432965,A
ER1413387,A
ER1415159,D
ER1415671,D
RE1475621,D
RE1441849,D
ER1408175,D
ES1464977,D
SS1490459,C
ER1397909,E
ER1404846,E
ER1430430,D
ES1469947,D
ER1411562,B
ES1463934,D
ER1413167,B
P11503393,D
P11500365,D
ER1421300,D
P11514995,A
P11524350,A
ER1405478,B
SS1496239,A
P31526128,A
ER1389223,E
ES1442818,D
ES1466615,D
ER1429385,A
ER1383483,D
SS1475096,C
P11514320,D
P11508286,D
ER1418172,D
ER1392221,D
ER1430040,D
ES1448067,D
P11516847,A
SS1496541,C
ER1412961,D
ER1397245,B
ES1473293,A
RE1447468,C
P21569657,D
ER1397338,E
ER1400456,E
ER1403974,E
ER1434501,D
ES1447944,D
ER1404850,D
P31501309,D
ER1409140,D
SS1475814,C
RE1451933,D
P11501533,D
SS1480447,D
ER1426011,D
ES1473507,D
RE1446280,C
ER1387140,E
RE1442355,C
ER1402970,D
ER1411083,D
ES1442005,D
ER1411203,D
ER1378219,D
SS1476734,A
ER1408525,D
P11510776,D
P21499317,D
P21529933,D
ER1412328,D
RE1456154,C
ER1388276,E
ES1465170,D
ER1404960,E
ES1456804,D
ER1417489,D
ER1427535,D
ER1413321,B
P21533913,D
ES1463351,D
ER1418426,D
P31515841,D
ER1417986,D
ER1412185,D
EP1206879,E
ES1458945,D
ES1440187,D
ES1465061,B
ER1421078,D
RE1452358,B
RE1460633,C
ER1429282,D
ER1387210,E
ES1457604,D
RE1448763,A
ER1434043,D
P11507896,B
ES1429863,B
ER1397073,E
RE1441034,D
ES1446912,A
ES1472656,D
ER1406225,B
ER1400621,E
ER1378729,E
ER1411619,D
RE1449456,C
ER1432554,D
RE1463203,D
RE1464690,C
ES1465704,D
ER1433624,D
P11541043,D
RE1446557,D
SS1479651,D
P11729460,D
RE1466789,D
RE1447521,D
RE1477130,A
ER1409532,D
RE1452229,D
ER1398070,E
ES1452542,D
RE1442673,A
P11510173,D
P11510188,A
RE1464654,D
ER1420032,A
ES1440638,D
ER1440109,B
P11568858,D
P11513575,D
ES1447393,B
ER1410917,D
RE1463089,D
ER1401700,D
ER1415459,D
ES1434710,D
ES1457198,D
P21507171,A
ES1472914,D
RE1480831,D
P11511197,A
RE1446514,D
RE1469194,D
ES1470717,D
ES1450385,D
ER1423444,D
SS1481605,D
ER1410259,D
SS1492933,B
RE1466468,D
ES1455948,D
P31507188,A
ER1412458,D
P21520360,D
RE1445194,D
ER1433786,D
ES1472988,D
ER1378387,E
ER1404409,E
RE1450748,D
ER1392228,E
ER1401641,E
RE1463352,D
RE1477098,B
SS1473764,C
ES1430258,D
SS1491901,B
ER1377120,E
ER1410159,D
ES1444718,D
ES1457122,D
ER1428024,D
ER1396078,E
ER1438264,D
ER1368992,A
RE1452114,C
RE1451976,D
P21500774,D
P11506007,A
ES1469795,D
ER1424877,D
P31500541,D
ER1382384,B
SS1497185,D
ES1430022,B
ER1391709,D
ES1448409,A
ES1426354,D
ES1443071,D
ER1405326,D
ER1407683,B
ES1448756,D
RE1442921,D
SS1497401,A
ER1378247,E
ER1421503,D
RE1463148,C
SS1482222,D
RE1466563,D
ER1384931,E
ER1415290,D
ES1462560,A
ES1439540,D
ES1464459,D
ES1472672,D
SS1474167,C
SS1487146,D
P11503889,D
RE1445815,D
ES1449418,D
ER1411630,D
SS1477368,D
ER1402012,D
SS1475028,C
ER1439034,D
SS1482132,D
ES1364046,D
ER1431437,D
P11498550,D
ES1465738,D
ER1430471,D
SS1486378,D
ER1419492,D
ER1416489,D
ER1404020,D
RE1445122,D
ER1402499,D
SS1482671,D
ER1395164,B
RE1470559,D
P21519252,D
ER1398106,E
ES1452323,D
ES1444053,B
ER1414062,D
P11508323,A
ES1409687,D
ER1421774,D
RE1475358,C
SS1493985,D
ER1410608,D
ER1398091,E
ER1388153,E
SS1492064,D
ER1401799,E
ES1426550,A
P21515150,D
ER1428638,D
P31507179,A
ER1399579,D
ES1444029,D
ER1430642,D
ER1397699,E
P21677682,D
P11537890,D
ER1430367,C
RE1476442,B
ER1411076,D
ER1414731,D
RE1445935,A
ER1411696,D
SS1477344,C
SS1484165,B
ER1411373,D
SS1488512,C
SS1475969,C
P21501192,B
RE1445354,C
P11500397,D
ES1451347,B
ER1427885,B
RE1480903,D
ER1421526,D
P21531122,A
ER1419105,A
ES1440759,B
RE1464929,C
ER1413448,D
ER1389737,B
RE1441326,A
RE1449823,D
ES1464073,D
P11675718,D
SS1486623,D
ER1423269,D
ER1424353,D
RE1478734,D
ES1443796,B
ER1432881,D
ER1361688,E
RE1463732,C
ES1469810,D
ER1388992,E
ES1448795,D
ES1423712,A
ER1410313,D
P11502337,D
RE1465189,D
ER1385261,E
ER1391661,E
ES1473324,C
ES1442535,D
RE1456199,D
ER1399002,E
ER1428501,D
ES1454964,D
SS1494159,A
RE1453592,D
P21515503,D
ES1458344,D
ER1388978,E
ES1445867,D
ER1418219,D
RE1465105,D
P21556763,A
RE1476099,A
ER1432996,D
ES1471066,C
P21506663,A
ER1392106,D
RE1476792,D
SS1494667,C
RE1448775,A
ER1410114,A
ER1425794,D
ER1409009,B
SS1480194,C
ER1398209,E
ES1456696,D
ER1434619,C
P21612186,D
RE1479196,B
ES1449070,B
P11506016,A
ER1374817,E
ER1395691,B
ER1422996,D
ER1377072,E
ER1404636,A
ER1401618,D
SS1490018,D
P11508244,D
ER1404762,E
ER1401728,E
ER1409548,B
P11509104,A
ER1409415,D
ER1394788,E
P11515603,D
ER1396601,E
ER1403451,B
RE1474287,A
ER1405334,D
SS1474270,D
ES1440823,D
ER1385950,E
ER1401996,A
SS1476829,A
ER1398104,E
ER1422009,A
ER1398380,D
ER1413024,A
P11586233,D
RE1466149,A
RE1465816,D
RE1461757,D
ER1391729,E
P11510182,D
ER1417792,D
P11575214,A
ES1443732,D
P21640132,D
ER1405164,E
ER1422299,D
ES1442061,D
ES1459824,B
ER1424331,D
ER1401736,E
ER1415708,D
SS1494356,A
ER1390618,E
ER1399015,D
ER1406756,D
ES1458080,C
